,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
20811,3 BHK Apartment,Tellapur,79.85,4773,1673,Under Construction,0.0
20812,2 BHK Apartment,Trimalgherry,45.0,4090,1100,Ready to move,0.0
20813,Residential Plot,Rudraram,28.9,1888,1530,New,4.7
20814,Residential Plot,Bhanur,33.25,2111,1575,New,4.7
20815,Residential Plot,Sanga Reddy,22.0,1222,1800,New,4.4
20816,2 BHK Apartment,BN Reddy Road,41.5,3672,1130,Ready to move,4.7
20817,3 BHK Villa,Nallagandla Gachibowli,125.0,4882,2560,Ready to move,4.9
20818,2 BHK Apartment,Shamirpet,18.0,1800,1000,Under Construction,4.1
20819,2 BHK Independent House,Dammaiguda,50.45,5935,850,Ready to move,0.0
20820,4 BHK Villa,Gachibowli,400.0,8888,4500,Ready to move,5.0
20821,4 BHK Villa,Tellapur,240.0,6000,4000,Ready to move,5.0
20822,Residential Plot,Bahadurpally,25.0,2777,900,Resale,0.0
20823,Residential Plot,Nandigama,36.74,2444,1503,Resale,0.0
20824,Residential Plot,Hanamkonda,118.0,1666,7080,Resale,0.0
20825,Residential Plot,Shamshabad,6.7,3350,200,Resale,0.0
20826,2 BHK Independent House,Ayodhya Nagar,35.0,6481,540,Ready to move,0.0
20827,Residential Plot,kailash hills,85.0,5689,1494,Resale,0.0
20828,Residential Plot,Shadnagar,8.0,400,2000,New,0.0
20829,2 BHK Independent House,Ameenpur Village Patancheru,55.66,4213,1321,Ready to move,4.9
20830,2 BHK Apartment,Yapral,47.0,3933,1195,Ready to move,2.9
20831,2 BHK Apartment,Uppal Kalan,50.0,4807,1040,Ready to move,0.0
20832,3 BHK Apartment,Golden Temple Road,65.0,4113,1580,Ready to move,0.0
20833,Residential Plot,Kothur,12.04,811,1485,New,4.7
20834,Residential Plot,Mangalpally,32.0,3030,1056,New,4.4
20835,Residential Plot,Shankarpally Road,39.0,3693,1056,New,4.7
20836,Residential Plot,Shankarpally Road,26.0,2462,1056,New,4.8
20837,Residential Plot,Shankarpally Road,15.6,1477,1056,New,0.0
20838,Residential Plot,Shankarpally Road,9.1,861,1056,New,4.7
20839,Residential Plot,Medchal,25.0,2367,1056,New,4.9
20840,Residential Plot,Mokila,32.0,3030,1056,New,4.1
20841,Residential Plot,Kollur,30.0,2840,1056,New,0.0
20842,Residential Plot,Kollur,60.0,5681,1056,New,5.0
20843,Residential Plot,Shankarpally Road,19.5,1846,1056,New,5.0
20844,Residential Plot,Mangalpally,37.5,3551,1056,New,0.0
20845,Residential Plot,Mangalpally,36.0,3409,1056,New,0.0
20846,3 BHK Apartment,Nanakramguda,120.0,6233,1925,Ready to move,0.0
20847,2 BHK Apartment,Kukatpally,95.68,7920,1208,Under Construction,0.0
20848,3 BHK Apartment,Kokapet,75.83,4527,1675,Ready to move,0.0
20849,3 BHK Apartment,Kokapet,67.94,4590,1480,Ready to move,0.0
20850,3 BHK Apartment,Nanakramguda,79.98,4999,1600,Ready to move,0.0
20851,5 BHK Independent House,Shamshabad,160.0,3528,4535,Ready to move,4.9
20852,4 BHK Independent House,Vanasthalipuram,85.0,6296,1350,Ready to move,0.0
20853,3 BHK Independent House,Padmarao Nagar,100.0,5263,1900,Ready to move,0.0
20854,2 BHK Apartment,Indira Nagar,22.0,3142,700,Ready to move,0.0
20855,3 BHK Independent House,Tolichowki Paramount Hills,80.0,8465,945,Ready to move,0.0
20856,2 BHK Independent House,Miyapur,76.0,6909,1100,Ready to move,2.9
20857,Residential Plot,Srisailam Highway,17.0,629,2700,Resale,0.0
20858,Residential Plot,Yousufguda,5.0,200,2500,Resale,0.0
20859,Residential Plot,Amangal,10.2,188,5400,New,4.8
20860,Residential Plot,Kardhanur,40.0,2222,1800,New,4.8
20861,Residential Plot,Yadagirigutta,12.0,444,2700,New,4.8
20862,Residential Plot,Adibatla,38.0,2111,1800,New,4.7
20863,Residential Plot,Tukkuguda,36.8,1777,2070,New,4.7
20864,3 BHK Apartment,Kondapur,147.0,5248,2815,Ready to move,4.5
20865,3 BHK Apartment,Manikonda,72.35,4299,1683,Ready to move,4.5
20866,3 BHK Apartment,Manikonda,59.49,4299,1384,Ready to move,4.5
20867,2 BHK Apartment,Manikonda,59.49,4299,1384,Ready to move,4.5
20868,3 BHK Apartment,Manikonda,97.97,4299,2279,Ready to move,4.5
20869,Residential Plot,Yadagirigutta,40.0,3787,1056,New,4.6
20870,Residential Plot,Bhuvanagiri,24.0,2272,1056,New,4.5
20871,Residential Plot,Shamshabad,84.0,4444,1890,New,0.0
20872,Residential Plot,Srisailam Highway,23.5,1068,2200,New,0.0
20873,Residential Plot,Amangal,9.5,632,1503,New,0.0
20874,Residential Plot,Kothur,18.0,1000,1800,New,0.0
20875,Residential Plot,Bhongir,12.8,711,1800,New,0.0
20876,Residential Plot,Old Alwal,155.0,5761,2700,New,0.0
20877,Residential Plot,Sultanpur,30.06,2000,1503,New,2.9
20878,Residential Plot,Shamshabad,3.0,333,900,New,0.0
20879,Residential Plot,Mominpet,22.0,296,7425,New,4.8
20880,Residential Plot,Yadagirigutta,9.75,722,1350,New,4.8
20881,Residential Plot,Kothur,12.04,811,1485,New,4.8
20882,Residential Plot,Shadnagar,6.0,500,1200,New,4.7
20883,Residential Plot,Timmapur,12.04,811,1485,New,4.7
20884,Residential Plot,Mangalpally,14.0,777,1800,New,4.5
20885,Residential Plot,Kothur,12.0,444,2700,New,4.5
20886,Residential Plot,Ghatkesar,18.4,1777,1035,Resale,4.5
20887,3 BHK Apartment,Chandanagar,70.0,4179,1675,Ready to move,4.5
20888,3 BHK Apartment,Serilingampally,127.0,4990,2545,Ready to move,4.8
20889,4 BHK Apartment,Gachibowli,270.0,6773,3986,Ready to move,4.8
20890,3 BHK Apartment,Kondapur,145.0,6617,2191,Ready to move,4.8
20891,3 BHK Apartment,Kondapur,91.46,5302,1725,Ready to move,4.8
20892,3 BHK Apartment,Nanakramguda,123.0,5749,2148,Ready to move,4.8
20893,3 BHK Apartment,Nanakramguda,120.0,5759,2089,Ready to move,4.8
20894,4 BHK Villa,Kismatpur,345.0,7500,4600,Ready to move,4.8
20895,3 BHK Apartment,Kokapet,105.0,5398,1945,Ready to move,4.8
20896,Residential Plot,Tukkuguda,24.89,1666,1494,New,4.9
20897,Residential Plot,Tukkuguda,26.24,1666,1575,New,4.9
20898,Residential Plot,Shamshabad,24.74,1666,1485,New,4.9
20899,Residential Plot,Shamshabad,23.99,1666,1440,New,4.9
20900,Residential Plot,Dubbacharla,15.0,833,1800,New,4.2
20901,2 BHK Apartment,Bachupally,35.0,3125,1120,Ready to move,4.1
20902,2 BHK Apartment,Madinaguda,60.0,5381,1115,Ready to move,0.0
20903,2 BHK Apartment,Bachupally,35.0,3125,1120,Ready to move,4.6
20904,Residential Plot,Sathamrai Village,70.0,277,25200,Resale,4.8
20905,Residential Plot,Chevella,95.7,2444,3915,Resale,4.8
20906,4 BHK Apartment,Madhapur,400.0,13961,2865,Ready to move,4.8
20907,3 BHK Apartment,Chandanagar,95.0,5588,1700,Ready to move,4.8
20908,3 BHK Apartment,Kondapur,96.0,4383,2190,Ready to move,4.8
20909,4 BHK Apartment,Nanakramguda,106.0,4040,2644,Ready to move,4.8
20910,3 BHK Apartment,Nanakramguda,77.59,4125,1881,Ready to move,4.9
20911,4 BHK Apartment,Nanakramguda,105.0,4002,2644,Ready to move,4.9
20912,3 BHK Apartment,Hitech City,180.0,8817,2051,Ready to move,4.9
20913,2 BHK Apartment,Hitech City,87.36,6490,1346,Ready to move,4.2
20914,2 BHK Apartment,Hitech City,87.36,6490,1346,Ready to move,4.8
20915,4 BHK Apartment,Nanakramguda,105.0,4002,2644,Ready to move,4.8
20916,3 BHK Apartment,Nanakramguda,77.59,4125,1881,Ready to move,4.8
20917,3 BHK Apartment,Banjara Hills,198.0,9000,2210,Ready to move,5.0
20918,3 BHK Apartment,Banjara Hills,196.0,9000,2185,Ready to move,5.0
20919,3 BHK Apartment,Banjara Hills,194.0,9000,2165,Ready to move,5.0
20920,3 BHK Apartment,Banjara Hills,187.0,9000,2085,Ready to move,5.0
20921,3 BHK Apartment,Banjara Hills,178.0,9000,1980,Ready to move,5.0
20922,4 BHK Villa,Tellapur,260.0,6500,4000,Ready to move,5.0
20923,4 BHK Independent House,Kukatpally,180.0,9473,1900,Ready to move,5.0
20924,3 BHK Apartment,Shaikpet,113.0,5472,2065,Under Construction,4.8
20925,3 BHK Apartment,Madhapur,340.0,9798,3470,Ready to move,4.8
20926,Residential Plot,BHEL OLD MIG,190.0,9382,2025,Resale,4.6
20927,3 BHK Apartment,Miyapur Main Road,66.0,4285,1540,Ready to move,4.8
20928,Residential Plot,Gachibowli,10.0,707,1413,Resale,2.9
20929,2 BHK Apartment,Miyapur,60.57,5155,1175,Ready to move,4.1
20930,2 BHK Apartment,Miyapur,60.5,5148,1175,Ready to move,4.1
20931,2 BHK Apartment,Miyapur,63.02,5144,1225,Ready to move,4.1
20932,2 BHK Apartment,Gajularamaram,55.0,4583,1200,Ready to move,4.1
20933,2 BHK Apartment,Gajularamaram,55.0,4471,1230,Ready to move,4.1
20934,Residential Plot,Manikonda,12.04,811,1485,New,3.9
20935,Residential Plot,Hitech City,12.04,811,1485,New,3.9
20936,Residential Plot,Jubilee Hills,12.04,811,1485,New,3.9
20937,Residential Plot,Gachibowli,12.04,811,1485,New,3.9
20938,Residential Plot,BHEL,12.04,811,1485,New,3.9
20939,Residential Plot,Nagole,12.04,811,1485,New,3.9
20940,Residential Plot,Dilsukh Nagar,12.04,811,1485,New,3.9
20941,Residential Plot,Bhanur,36.0,2666,1350,New,4.3
20942,3 BHK Apartment,Kukatpally,155.0,8026,1931,Ready to move,0.0
20943,3 BHK Apartment,Velimela,56.61,3400,1665,Ready to move,0.0
20944,3 BHK Villa,Nizampet,115.0,4791,2400,Ready to move,0.0
20945,2 BHK Apartment,BN Reddy Road,39.96,3567,1120,Ready to move,4.7
20946,2 BHK Independent House,Balanagar,70.0,10000,700,Ready to move,0.0
20947,Residential Plot,Bahadurpally,31.99,1777,1800,New,4.9
20948,3 BHK Apartment,Kondapur,117.0,4800,2452,Ready to move,4.8
20949,2 BHK Apartment,Sun City,35.0,2958,1183,Ready to move,4.7
20950,Residential Plot,Adibatla,24.29,14999,162,New,4.9
20951,Residential Plot,Tukkuguda,29.54,1666,1773,New,4.9
20952,Residential Plot,Shamshabad,28.19,1666,1692,New,4.9
20953,Residential Plot,Adibatla,27.59,1666,1656,New,4.9
20954,Residential Plot,Adibatla,23.69,1666,1422,New,4.9
20955,4 BHK Villa,Tellapur,299.0,6500,4600,Under Construction,5.0
20956,4 BHK Villa,Tellapur,249.0,6080,4095,Under Construction,5.0
20957,4 BHK Villa,Tellapur,249.0,6140,4055,Under Construction,5.0
20958,4 BHK Villa,Tellapur,195.0,5718,3410,Under Construction,5.0
20959,4 BHK Villa,Tellapur,309.0,6813,4535,Under Construction,5.0
20960,4 BHK Villa,Tellapur,185.0,5331,3470,Under Construction,5.0
20961,4 BHK Villa,Tellapur,239.0,5908,4045,Under Construction,5.0
20962,3 BHK Apartment,Narsingi,101.0,4950,2060,Under Construction,5.0
20963,Residential Plot,Adibatla,46.0,2555,1800,Resale,0.0
20964,Residential Plot,Isnapur,36.94,2000,1847,New,4.7
20965,4 BHK Independent House,Yapral,175.0,7000,2500,Ready to move,0.0
20966,2 BHK Apartment,Pragathi Nagar Kukatpally,41.25,3700,1115,Ready to move,4.9
20967,Residential Plot,Adibatla,32.0,1777,1800,New,4.2
20968,Residential Plot,Adibhatla,37.92,1777,2133,New,4.2
20969,2 BHK Independent House,Beeramguda,57.88,4452,1300,Ready to move,4.9
20970,2 BHK Apartment,Kokapet,59.43,4679,1270,Ready to move,4.5
20971,3 BHK Apartment,Pragathi Nagar Kukatpally,81.81,3693,2215,Ready to move,4.5
20972,3 BHK Apartment,Kukatpally,129.0,7747,1665,Under Construction,4.8
20973,4 BHK Villa,Gandipet,385.0,5925,6500,Ready to move,4.8
20974,3 BHK Apartment,Mehdipatnam,93.69,5400,1735,Ready to move,0.0
20975,2 BHK Apartment,B N reddy nagar,39.96,3567,1120,Ready to move,4.7
20976,2 BHK Apartment,Tellapur,75.0,5311,1412,Ready to move,0.0
20977,3 BHK Apartment,Manikonda,72.0,4311,1670,Ready to move,0.0
20978,1 BHK Apartment,Nizampet,46.0,4000,1150,Ready to move,0.0
20979,2 BHK Apartment,Suraram,38.0,3725,1020,Ready to move,0.0
20980,1 BHK Apartment,Boduppal,12.0,2181,550,Ready to move,0.0
20981,3 BHK Apartment,Kompally,55.0,3170,1735,Ready to move,0.0
20982,Residential Plot,Ibrahimpatnam,1200.0,688,174240,New,3.3
20983,3 BHK Apartment,Kukatpally,137.0,7721,1782,Under Construction,4.8
20984,Residential Plot,Tukkuguda,28.0,1777,1575,New,4.9
20985,Residential Plot,Warangal Highway Aler,5.0,473,1056,New,3.9
20986,Residential Plot,Shankarpalli,40.0,2222,1800,New,0.0
20987,2 BHK Apartment,Jeedimetla Main Road,34.88,3750,930,Under Construction,4.4
20988,3 BHK Apartment,Kokapet,77.87,4003,1945,Ready to move,4.8
20989,3 BHK Apartment,Kokapet,85.77,4409,1945,Ready to move,4.8
20990,3 BHK Apartment,Nanakramguda,145.0,6502,2230,Ready to move,4.8
20991,3 BHK Apartment,Nanakramguda,103.0,4659,2220,Ready to move,4.8
20992,3 BHK Apartment,Manikonda,198.0,6500,3050,Ready to move,4.8
20993,3 BHK Apartment,Manikonda,182.0,6500,2800,Ready to move,4.8
20994,3 BHK Villa,Bachupally,82.0,4555,1800,Under Construction,0.0
20995,2 BHK Independent House,Beeramguda Road,56.2,4400,1277,Ready to move,4.9
20996,2 BHK Independent House,Beeramguda Road,56.11,5452,1029,Ready to move,4.9
20997,Residential Plot,Bangalore Hyderabad Highway,13.22,244,5409,New,4.7
20998,Residential Plot,Kongarkalan,39.9,2111,1890,New,4.7
20999,Residential Plot,Indresham,25.8,1333,1935,New,4.7
21000,Residential Plot,Shadnagar,7.5,555,1350,New,4.7
21001,Residential Plot,Shameerpet,17.1,1000,1710,New,4.7
21002,3 BHK Apartment,Manikonda,134.0,4800,2800,Ready to move,4.8
21003,3 BHK Apartment,Manikonda,225.0,7377,3050,Ready to move,4.8
21004,3 BHK Villa,Krishna Reddy Pet,75.0,3750,2000,Under Construction,4.9
21005,Residential Plot,Tukkuguda,25.94,1666,1557,New,4.9
21006,Residential Plot,Tukkuguda,25.79,1666,1548,New,4.9
21007,Residential Plot,Tukkuguda,26.09,1666,1566,New,4.9
21008,Residential Plot,Adibatla,35.99,1666,2160,New,4.9
21009,Residential Plot,Tukkuguda,26.89,1707,1575,New,4.9
21010,Residential Plot,Tukkuguda,20.37,1811,1125,New,4.9
21011,4 BHK Apartment,Kokapet,140.0,5511,2540,Ready to move,4.8
21012,3 BHK Apartment,Kokapet,86.77,4461,1945,Ready to move,4.8
21013,3 BHK Apartment,Hitech City,254.0,7273,3492,Ready to move,4.8
21014,2 BHK Apartment,Madinaguda,61.0,5545,1100,Ready to move,4.1
21015,2 BHK Apartment,Madinaguda,61.0,5470,1115,Ready to move,4.1
21016,Residential Plot,Beeramguda,17.53,10500,167,New,4.9
21017,Residential Plot,Beeramguda,21.0,1166,1800,New,4.9
21018,Residential Plot,Rameshwaram Banda,31.05,1500,2070,New,4.9
21019,Residential Plot,Rudraram,29.22,1944,1503,New,4.9
21020,Residential Plot,Rudraram,43.75,1944,2250,New,4.9
21021,Residential Plot,Kadthal,15.5,596,2600,New,4.7
21022,2 BHK Independent House,Narapally,90.0,6666,1350,Under Construction,0.0
21023,2 BHK Apartment,Balkampet,125.0,9563,1307,Ready to move,0.0
21024,3 BHK Apartment,Himayath Nagar,30.0,2727,1100,Ready to move,0.0
21025,Residential Plot,Patancheru,10.0,555,1800,Resale,0.0
21026,Residential Plot,Bahadurpally,15.0,1666,900,Resale,0.0
21027,Residential Plot,Kothapet,300.0,11111,2700,Resale,0.0
21028,Residential Plot,Nacharam,18.0,666,2700,Resale,0.0
21029,Residential Plot,chandrayangutta,30.0,2222,1350,Resale,0.0
21030,Residential Plot,Narapally,44.0,2444,1800,Resale,0.0
21031,3 BHK Apartment,Nanakramguda,105.0,4264,2480,Ready to move,4.8
21032,4 BHK Villa,Kismatpur,241.0,6500,3717,Under Construction,5.0
21033,4 BHK Villa,Kismatpur,284.0,6500,4382,Under Construction,5.0
21034,3 BHK Apartment,Manikonda,99.52,4299,2315,Ready to move,4.5
21035,3 BHK Apartment,Manikonda,99.34,4299,2311,Ready to move,4.5
21036,3 BHK Apartment,Serilingampally,146.0,5000,2925,Ready to move,4.5
21037,Residential Plot,Adibatla,20.24,1666,1215,New,4.9
21038,Residential Plot,Adibatla,23.99,1666,1440,New,4.9
21039,Residential Plot,Shamshabad,35.84,1666,2151,New,4.9
21040,Residential Plot,Adibatla,36.74,1666,2205,New,4.9
21041,Residential Plot,Shamshabad,36.89,1666,2214,New,4.9
21042,Residential Plot,Shamshabad,37.04,1666,2223,New,4.9
21043,Residential Plot,Tukkuguda,37.04,1666,2223,New,4.9
21044,Residential Plot,Shamshabad,25.94,1666,1557,New,4.9
21045,Residential Plot,Shamshabad,26.09,1666,1566,New,4.9
21046,Residential Plot,Shamshabad,26.54,1666,1593,New,4.9
21047,Residential Plot,Adibatla,26.39,1666,1584,New,4.9
21048,Residential Plot,Shamshabad,32.24,1666,1935,New,4.9
21049,Residential Plot,Adibatla,32.09,1666,1926,New,4.9
21050,Residential Plot,Adibatla,31.19,1666,1872,New,4.9
21051,Residential Plot,Adibatla,30.14,1666,1809,New,4.9
21052,Residential Plot,Adibatla,30.29,1666,1818,New,4.9
21053,Residential Plot,Adibatla,30.89,1666,1854,New,4.9
21054,Residential Plot,Adibatla,31.04,14999,207,New,4.9
21055,Residential Plot,Adibatla,31.49,1666,1890,New,4.9
21056,Residential Plot,Shamshabad,31.64,1666,1899,New,4.9
21057,Residential Plot,Adibatla,36.59,1666,2196,New,4.9
21058,Residential Plot,Adibatla,34.94,1666,2097,New,4.9
21059,Residential Plot,Adibatla,22.34,1666,1341,New,4.9
21060,Residential Plot,Shamshabad,31.94,1666,1917,New,4.9
21061,Residential Plot,Shamshabad,34.04,1666,2043,New,4.9
21062,Residential Plot,Adibatla,34.19,1666,2052,New,4.9
21063,Residential Plot,Adibatla,34.34,1666,2061,New,4.9
21064,Residential Plot,Pahadi Shareef,23.09,1655,1395,New,4.9
21065,Residential Plot,Tukkuguda,39.84,1777,2241,New,4.9
21066,Residential Plot,Shamshabad,27.22,1811,1503,New,4.9
21067,4 BHK Apartment,Gachibowli,224.0,6500,3448,Ready to move,4.8
21068,4 BHK Apartment,Hitech City,138.0,5120,2695,Ready to move,4.8
21069,5 BHK Apartment,Gachibowli,469.0,7015,6686,Ready to move,4.8
21070,4 BHK Apartment,Gachibowli,128.0,3786,3380,Ready to move,4.8
21071,3 BHK Apartment,Narayanguda,130.0,5473,2375,Ready to move,4.6
21072,3 BHK Apartment,Nanakramguda,78.78,4177,1886,Ready to move,4.8
21073,4 BHK Apartment,Hitech City,204.0,6500,3147,Ready to move,4.8
21074,3 BHK Apartment,Serilingampally,128.0,5346,2410,Ready to move,4.8
21075,4 BHK Apartment,Gachibowli,293.0,8500,3458,Ready to move,4.8
21076,2 BHK Apartment,Bandlaguda Jagir,86.0,6590,1305,Under Construction,4.6
21077,2 BHK Independent House,Beeramguda,56.71,4244,1336,Ready to move,4.9
21078,Residential Plot,Tukkuguda,21.19,1811,1170,New,4.9
21079,Residential Plot,Adibatla,33.14,1666,1989,New,4.9
21080,Residential Plot,Tukkuguda,38.74,1655,2340,New,4.9
21081,Residential Plot,Tukkuguda,27.05,1810,1494,New,4.9
21082,Residential Plot,Tukkuguda,23.3,1811,1287,New,4.9
21083,3 BHK Apartment,Nanakramguda,86.5,4957,1745,Ready to move,4.5
21084,Residential Plot,Tukkuguda,24.48,1777,1377,New,4.9
21085,4 BHK Villa,Gachibowli,250.0,6418,3895,Ready to move,4.5
21086,2 BHK Apartment,Narsingi,43.8,3650,1200,Ready to move,4.9
21087,Residential Plot,Tukkuguda,32.96,1777,1854,New,4.9
21088,Residential Plot,Tukkuguda,29.01,1811,1602,New,4.9
21089,Residential Plot,Ramachandra Puram,8.99,555,1620,New,0.0
21090,Residential Plot,Ramakrishnapuram,8.99,471,1908,New,0.0
21091,Residential Plot,Bangalore Hyderabad Highway,13.31,244,5445,New,4.7
21092,Residential Plot,Kothur,24.7,1444,1710,New,4.7
21093,Residential Plot,Bangalore Hyderabad Highway,12.04,222,5418,New,4.7
21094,Residential Plot,Shamirpet,16.65,1000,1665,New,4.7
21095,Residential Plot,Shameerpet,20.5,1111,1845,New,4.7
21096,Residential Plot,Shamirpet,20.5,1111,1845,New,4.7
21097,Residential Plot,Shamirpet,17.1,1000,1710,New,4.7
21098,3 BHK Apartment,Sanath Nagar,144.0,7612,1895,Under Construction,4.8
21099,Residential Plot,Srisailam Highway,16.0,592,2700,Resale,0.0
21100,Residential Plot,Sultanpur,36.0,1801,1998,Resale,0.0
21101,3 BHK Apartment,B N reddy nagar,46.56,3500,1330,Ready to move,4.7
21102,3 BHK Apartment,B N reddy nagar,44.6,3430,1300,Ready to move,4.7
21103,Residential Plot,Tukkuguda,29.39,1675,1755,New,4.9
21104,Residential Plot,Tukkuguda,28.94,1666,1737,New,4.9
21105,Residential Plot,Tukkuguda,23.68,1777,1332,New,4.9
21106,Residential Plot,Alwal,1.95,144,1350,Resale,4.1
21107,3 BHK Apartment,Gachibowli,93.0,5338,1742,Under Construction,4.8
21108,4 BHK Apartment,Gachibowli,176.0,6200,2848,Under Construction,4.8
21109,3 BHK Apartment,Gachibowli,127.0,6500,1955,Ready to move,4.8
21110,3 BHK Apartment,Manikonda,156.0,6500,2405,Ready to move,4.8
21111,3 BHK Apartment,Gachibowli,132.0,6810,1953,Ready to move,4.8
21112,Residential Plot,Shamshabad,20.64,1777,1161,New,4.9
21113,2 BHK Independent House,Beeramguda,56.17,4693,1197,Ready to move,4.9
21114,2 BHK Apartment,Miyapur,58.0,5523,1050,Ready to move,0.0
21115,1 BHK Villa,Dwarkamai Nagar Colony,57.59,8860,650,Under Construction,4.6
21116,Residential Plot,Tukkuguda,24.74,1666,1485,New,4.9
21117,3 BHK Apartment,Nanakramguda,125.0,4804,2615,Ready to move,4.5
21118,3 BHK Apartment,Narsingi,54.93,3750,1465,Ready to move,4.5
21119,3 BHK Apartment,Kokapet,86.77,4461,1945,Ready to move,4.5
21120,Residential Plot,Ghatkesar,13.8,1277,1080,Resale,0.0
21121,Residential Plot,Sadasivpet,5.28,355,1485,New,4.7
21122,2 BHK Apartment,Bandlaguda Jagir,52.3,4200,1245,Ready to move,4.9
21123,Residential Plot,Tukkuguda,29.39,1666,1764,New,4.9
21124,Residential Plot,Tukkuguda,29.24,1666,1755,New,4.9
21125,Residential Plot,Shamshabad,27.36,1777,1539,New,4.9
21126,2 BHK Apartment,Pragathi Nagar Kukatpally,39.9,3800,1050,Under Construction,4.9
21127,2 BHK Apartment,Sanath Nagar,27.0,3375,800,Ready to move,4.7
21128,3 BHK Apartment,Kokapet,75.93,4533,1675,Ready to move,4.8
21129,Residential Plot,Shamirpet,14.4,1000,1440,New,4.7
21130,Residential Plot,Pati,33.25,19000,175,New,4.7
21131,Residential Plot,Pati,33.25,2111,1575,New,4.7
21132,Residential Plot,Dindigal,18.7,1222,1530,New,4.7
21133,Residential Plot,Kongarkalan,38.95,2111,1845,New,4.7
21134,Residential Plot,Chandanagar,15.0,1666,900,New,3.7
21135,3 BHK Apartment,Pragathi Nagar,70.0,3995,1752,Ready to move,4.7
21136,3 BHK Apartment,Pragathi Nagar,57.63,3849,1497,Ready to move,4.7
21137,3 BHK Apartment,Pragathi Nagar,76.0,5531,1374,Ready to move,4.7
21138,3 BHK Apartment,Pragathi Nagar,50.0,3787,1320,Ready to move,4.7
21139,2 BHK Apartment,Miyapur Bachupally Road,52.0,4358,1193,Under Construction,4.2
21140,Residential Plot,Isnapur,26.25,1944,1350,New,4.9
21141,3 BHK Apartment,Gachibowli,124.0,6350,1955,Ready to move,5.0
21142,4 BHK Villa,Gachibowli,425.0,9042,4700,Ready to move,5.0
21143,3 BHK Apartment,financial District,86.5,4957,1745,Ready to move,4.5
21144,Residential Plot,Bachupally,18.0,1704,1056,New,4.0
21145,Residential Plot,Himayath Nagar,60.0,5681,1056,New,4.0
21146,Residential Plot,Mokila,80.0,7575,1056,New,4.0
21147,Residential Plot,Shameerpet,15.3,9000,170,New,4.7
21148,Residential Plot,Jadcherla,10.83,200,5418,New,4.7
21149,Residential Plot,Dindigal,20.9,1222,1710,New,4.7
21150,Residential Plot,Shadnagar,5.55,411,1350,New,4.7
21151,2 BHK Independent House,Vanasthalipuram,52.0,5205,999,Ready to move,3.8
21152,Residential Plot,Indresham,18.0,1333,1350,New,4.7
21153,1 BHK Apartment,Puppalaguda,45.0,4500,1000,Ready to move,0.0
21154,3 BHK Apartment,Bachupally,45.0,3103,1450,Ready to move,0.0
21155,2 BHK Independent House,Saroornagar,220.0,11111,1980,Ready to move,0.0
21156,Residential Plot,Doolapally,16.95,1777,954,New,4.9
21157,Residential Plot,Gandi Maisamma X Road,23.99,1777,1350,New,4.9
21158,Residential Plot,Patancheru,15.0,555,2700,New,4.9
21159,Residential Plot,Gundlapochampally,16.95,1777,954,New,4.9
21160,Residential Plot,Maheshwar Mandal,17.0,944,1800,New,4.9
21161,Residential Plot,Maheshwar Mandal,16.0,888,1800,New,4.9
21162,Residential Plot,Gandi Maisamma X Road,23.99,15999,150,New,4.9
21163,Residential Plot,Bachupally,16.95,1777,954,New,4.9
21164,Residential Plot,Gundlapochampally,21.27,1777,1197,New,4.9
21165,Residential Plot,Gagillapur,18.07,1777,1017,New,4.9
21166,Residential Plot,Shapur,21.27,1777,1197,New,4.9
21167,Residential Plot,Gandi Maisamma,23.99,1777,1350,New,4.9
21168,Residential Plot,Chinthal,21.27,1777,1197,New,4.9
21169,Residential Plot,Annaram,23.99,1777,1350,New,4.9
21170,Residential Plot,Hyderabad Bodhan,21.27,1777,1197,New,4.9
21171,Residential Plot,Mumbai Highway,7.0,777,900,New,4.9
21172,Residential Plot,Gundlapochampally,23.99,1777,1350,New,4.9
21173,Residential Plot,Dindigal,21.27,1777,1197,New,4.9
21174,Residential Plot,Rudraram,15.0,555,2700,New,4.9
21175,Residential Plot,Patancheru,30.0,1666,1800,New,4.9
21176,Residential Plot,Gagillapur,15.99,1777,900,New,4.9
21177,Residential Plot,Gagillapur,21.27,1777,1197,New,4.9
21178,Residential Plot,Mumbai Highway,14.0,777,1800,New,4.9
21179,Residential Plot,Isnapur,14.0,777,1800,New,4.9
21180,Residential Plot,Mamadipalli,10.5,777,1350,New,4.9
21181,Residential Plot,Rudraram,20.0,740,2700,New,4.9
21182,Residential Plot,Gundlapochampally,27.19,1777,1530,New,4.9
21183,Residential Plot,Yadagirigutta,10.0,555,1800,New,4.9
21184,Residential Plot,Annaram,15.59,1733,900,New,4.9
21185,Residential Plot,Qutubullapur,23.99,1777,1350,New,4.9
21186,Residential Plot,Shapur,31.99,1777,1800,New,4.9
21187,Residential Plot,Gandi Maisamma,21.27,1777,1197,New,4.9
21188,Residential Plot,Kandlakoya,28.0,1555,1800,New,4.9
21189,Residential Plot,Medchal,27.0,1500,1800,New,4.9
21190,Residential Plot,Gandi Maisamma,27.99,1777,1575,New,4.9
21191,Residential Plot,Gandi Maisamma,31.99,1777,1800,New,4.9
21192,Residential Plot,Gandi Maisamma X Road,18.07,1777,1017,New,4.9
21193,Residential Plot,Bachupally,23.99,1777,1350,New,4.9
21194,Residential Plot,Gandimaisamma,15.99,1777,900,New,4.9
