,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
21195,Residential Plot,Pati,37.0,2055,1800,New,4.9
21196,Residential Plot,Shamirpet,28.0,1555,1800,New,4.9
21197,Residential Plot,Jeedimetla Main Road,23.99,1777,1350,New,4.9
21198,Residential Plot,Kompally,23.99,1777,1350,New,4.9
21199,Residential Plot,Isnapur,9.31,777,1197,New,4.9
21200,Residential Plot,Mumbai Highway,9.31,777,1197,New,4.9
21201,Residential Plot,Medchal,23.99,1777,1350,New,4.9
21202,Residential Plot,Indresham,15.7,877,1789,New,4.9
21203,Residential Plot,Mallampet,15.99,1777,900,New,4.9
21204,Residential Plot,Kompally,21.27,1777,1197,New,4.9
21205,Residential Plot,Bahadurpally,15.99,1777,900,New,4.9
21206,Residential Plot,Gandi Maisamma,15.99,1777,900,New,4.9
21207,Residential Plot,Qutubullapur,15.99,1777,900,New,4.9
21208,Residential Plot,Kompally,15.99,1777,900,New,4.9
21209,Residential Plot,Mamadipalli,14.0,777,1800,New,4.9
21210,Residential Plot,Mallampet,23.99,1777,1350,New,4.9
21211,Residential Plot,Bachupally,21.27,1777,1197,New,4.9
21212,Residential Plot,Quthbullapur,15.99,1777,900,New,4.9
21213,Residential Plot,Medchal,25.0,1388,1800,New,4.9
21214,Residential Plot,Rudraram,47.99,1777,2700,New,4.9
21215,Residential Plot,Bahadurpally,21.27,1777,1197,New,4.9
21216,Residential Plot,Mamidpalli,6.99,777,900,New,4.9
21217,Residential Plot,Isnapur,10.49,777,1350,New,4.9
21218,Residential Plot,Hyderabad Bodhan,15.99,1777,900,New,4.9
21219,Residential Plot,Rudraram,21.27,1777,1197,New,4.9
21220,Residential Plot,Indresham,15.0,555,2700,New,4.9
21221,Residential Plot,Miyapur Bachupally Road,23.99,1777,1350,New,4.9
21222,Residential Plot,Shamirpet,25.0,1643,1521,New,4.9
21223,Residential Plot,Kandlakoya,31.0,1722,1800,New,4.9
21224,Residential Plot,Bahadurpally,23.99,1777,1350,New,4.9
21225,Residential Plot,Shapur,23.99,1777,1350,New,4.9
21226,Residential Plot,Annaram,15.99,1777,900,New,4.9
21227,Residential Plot,Annaram,21.27,1777,1197,New,4.9
21228,Residential Plot,Annaram,23.99,2004,1197,New,4.9
21229,Residential Plot,Hyderabad Bodhan,23.99,1777,1350,New,4.9
21230,Residential Plot,Gundlapochampalli,23.99,1777,1350,New,4.9
21231,Residential Plot,Hyderabad Narsapur Road,16.47,1777,927,New,4.9
21232,Residential Plot,Gagillapur,23.99,1777,1350,New,4.9
21233,Residential Plot,Sultanpur,30.0,2222,1350,New,4.9
21234,Residential Plot,Gagillapur,31.99,1777,1800,New,4.9
21235,Residential Plot,Sadasivpet,11.0,702,1565,New,4.9
21236,Residential Plot,Mamidpalli,47.99,1777,2700,New,4.9
21237,Residential Plot,Jedimetla,23.99,1777,1350,New,4.9
21238,Residential Plot,Mamidpalli,8.39,777,1080,New,4.9
21239,Residential Plot,Isnapur,20.99,777,2700,New,4.9
21240,Residential Plot,Chinthal,23.99,1777,1350,New,4.9
21241,Residential Plot,Chinthal,15.99,1777,900,New,4.9
21242,Residential Plot,Mallampet,21.27,1777,1197,New,4.9
21243,Residential Plot,Mamidpalli,15.99,1777,900,New,4.9
21244,Residential Plot,Sangareddy,11.55,788,1465,New,4.9
21245,Residential Plot,Sadasivpet,11.0,755,1456,New,4.9
21246,Residential Plot,Sangareddy,12.5,1388,900,New,4.9
21247,Residential Plot,Mamidpalli,20.99,777,2700,New,4.9
21248,Residential Plot,Quthbullapur,18.39,1777,1035,New,4.9
21249,Residential Plot,Sangareddy,18.75,1388,1350,New,4.9
21250,Residential Plot,Isnapur,6.99,777,900,New,4.9
21251,Residential Plot,Rudraram,6.99,777,900,New,4.9
21252,Residential Plot,Mamadipalli,20.99,777,2700,New,4.9
21253,Residential Plot,Isnapur,17.49,777,2250,New,4.9
21254,Residential Plot,Mamidpalli,17.49,777,2250,New,4.9
21255,Residential Plot,Bibinagar,14.0,777,1800,New,4.9
21256,Residential Plot,Rudraram,26.0,1444,1800,New,4.9
21257,Residential Plot,Patancheru,26.0,1444,1800,New,4.9
21258,Residential Plot,Bachupally,18.39,1777,1035,New,4.9
21259,Residential Plot,Jedimetla,31.99,1777,1800,New,4.9
21260,Residential Plot,Medchal,15.99,1777,900,New,4.9
21261,Residential Plot,Rudraram,24.0,1333,1800,New,4.9
21262,Residential Plot,Rudraram,13.99,777,1800,New,4.9
21263,Residential Plot,Hyderabad Narsapur Road,23.99,1777,1350,New,4.9
21264,Residential Plot,Bahadurpally,19.19,1777,1080,New,4.9
21265,Residential Plot,Tukkuguda,20.0,555,3600,New,4.9
21266,Residential Plot,Gandimaisamma,18.55,1777,1044,New,4.9
21267,Residential Plot,Medchal,28.0,1555,1800,New,4.9
21268,Residential Plot,Gandi Maisamma,18.07,1777,1017,New,4.9
21269,Residential Plot,Rudraram,9.3,777,1197,New,4.9
21270,Residential Plot,Bahadurpally,28.31,15999,177,New,4.9
21271,Residential Plot,Jeedimetla Main Road,20.79,1777,1170,New,4.9
21272,Residential Plot,Yadagirigutta,13.0,722,1800,New,4.9
21273,Residential Plot,Bolarum,63.0,3500,1800,New,4.9
21274,Residential Plot,Bolarum,47.25,3500,1350,New,4.9
21275,Residential Plot,Isnapur,24.49,777,3150,New,4.9
21276,Residential Plot,Shamirpet,47.25,3500,1350,New,4.9
21277,Residential Plot,Bolarum,127.0,6159,2070,New,4.9
21278,Residential Plot,Rudraram,27.99,777,3600,New,4.9
21279,Residential Plot,Rudraram,20.99,777,2700,New,4.9
21280,Residential Plot,Jedimetla,21.27,1777,1197,New,4.9
21281,Residential Plot,Hyderabad Narsapur Road,21.27,1777,1197,New,4.9
21282,Residential Plot,Quthbullapur,23.99,1777,1350,New,4.9
21283,Residential Plot,Srisailam Highway,10.5,583,1800,New,4.9
21284,Residential Plot,Tukkuguda,16.0,592,2700,New,4.9
21285,Residential Plot,Qutubullapur,18.39,1777,1035,New,4.9
21286,Residential Plot,Hyderabad Narsapur Road,23.93,1999,1197,New,4.9
21287,Residential Plot,Bachupally,15.99,1776,900,New,4.9
21288,Residential Plot,Qutubullapur,15.59,1733,900,New,4.9
21289,Residential Plot,Medchal,31.99,1777,1800,New,4.9
21290,Residential Plot,Kompally,31.99,1777,1800,New,4.9
21291,Residential Plot,Annaram,31.99,1777,1800,New,4.9
21292,Residential Plot,Mumbai Highway,10.5,1166,900,New,4.9
21293,Residential Plot,Gundlapochampally,28.31,1777,1593,New,4.9
21294,Residential Plot,Gagillapur,19.19,1777,1080,New,4.9
21295,Residential Plot,Medchal,39.99,1777,2250,New,4.9
21296,Residential Plot,Jeedimetla Main Road,16.47,1777,927,New,4.9
21297,Residential Plot,Isnapur,15.0,555,2700,New,4.9
21298,Residential Plot,Bibinagar,18.0,1000,1800,New,4.9
21299,Residential Plot,Ismail Nagar,10.5,777,1350,New,4.9
21300,Residential Plot,Mamidpalli,10.5,650,1615,New,4.9
21301,Residential Plot,Qutubullapur,20.79,1777,1170,New,4.9
21302,Residential Plot,Gandi Maisamma X Road,39.99,1777,2250,New,4.9
21303,Residential Plot,Bachupally,25.59,1777,1440,New,4.9
21304,Residential Plot,Qutubullapur,31.99,1777,1800,New,4.9
21305,Residential Plot,Bachupally,27.99,1829,1530,New,4.9
21306,Residential Plot,Quthbullapur,21.27,1777,1197,New,4.9
21307,Residential Plot,Bachupally,15.99,1777,900,New,4.9
21308,Residential Plot,Shamirpet,25.0,1388,1800,New,4.9
21309,Residential Plot,Dindigal,16.47,1777,927,New,4.9
21310,Residential Plot,Gandimaisamma,31.99,1777,1800,New,4.9
21311,Residential Plot,Mallampet,31.99,1777,1800,New,4.9
21312,Residential Plot,Mamadipalli,10.49,777,1350,New,4.9
21313,Residential Plot,Jeedimetla Main Road,39.99,1777,2250,New,4.9
21314,Residential Plot,Chinthal,16.95,1777,954,New,4.9
21315,Residential Plot,Ghatkesar,17.5,972,1800,New,4.9
21316,Residential Plot,Gagillapur,10.5,777,1350,New,4.9
21317,Residential Plot,Gagillapur,31.99,15999,200,New,4.9
21318,Residential Plot,Doolapally,28.31,1777,1593,New,4.9
21319,Residential Plot,Mamidpalli,27.99,777,3600,New,4.9
21320,Residential Plot,Shamshabad Road,11.0,1222,900,New,4.9
21321,Residential Plot,Annaram,25.59,1777,1440,New,4.9
21322,Residential Plot,Mamidpalli,13.99,777,1800,New,4.9
21323,Residential Plot,Doolapally,15.99,1777,900,New,4.9
21324,Residential Plot,Shapur Nagar,39.99,1777,2250,New,4.9
21325,Residential Plot,Qutubullapur,26.55,1777,1494,New,4.9
21326,Residential Plot,Bahadurpally,20.79,1777,1170,New,4.9
21327,Residential Plot,Isnapur,27.99,777,3600,New,4.9
21328,Residential Plot,Rudraram,24.49,777,3150,New,4.9
21329,Residential Plot,Bachupaly Road Miyapur,23.99,1777,1350,New,4.9
21330,Residential Plot,Shamirpet,26.0,1709,1521,New,4.9
21331,Residential Plot,Gandi Maisamma X Road,21.28,1777,1197,New,4.9
21332,Residential Plot,Isnapur,8.39,777,1080,New,4.9
21333,Residential Plot,Hyderabad Narsapur Road,31.99,1777,1800,New,4.9
21334,Residential Plot,Shamirpet,25.0,1736,1440,New,4.9
21335,Residential Plot,Bahadurpally,28.31,1777,1593,New,4.9
21336,Residential Plot,Dindigal,19.19,1777,1080,New,4.9
21337,Residential Plot,Gandi Maisamma X Road,28.31,1777,1593,New,4.9
21338,Residential Plot,Gandi Maisamma,16.0,1777,900,New,4.9
21339,Residential Plot,Shapur,23.93,1999,1197,New,4.9
21340,Residential Plot,Hyderabad Bodhan,17.99,1999,900,New,4.9
21341,Residential Plot,Annaram,17.99,1999,900,New,4.9
21342,Residential Plot,Gundlapochampally,20.79,1777,1170,New,4.9
21343,Residential Plot,Chinthal,39.99,1777,2250,New,4.9
21344,Residential Plot,Medchal,20.79,1777,1170,New,4.9
21345,Residential Plot,Kollur,37.5,2083,1800,New,4.9
21346,Residential Plot,Kompally Road,31.99,1777,1800,New,4.9
21347,Residential Plot,Mamidpalli,9.09,777,1170,New,4.9
21348,Residential Plot,Bahadurpally,25.59,1777,1440,New,4.9
21349,Residential Plot,Dindigal,39.99,1777,2250,New,4.9
21350,Residential Plot,Medchal,47.99,1777,2700,New,4.9
21351,Residential Plot,Annaram,18.07,1777,1017,New,4.9
21352,Residential Plot,Shapur Nagar,21.27,1777,1197,New,4.9
21353,Residential Plot,Doolapally,23.99,1777,1350,New,4.9
21354,Residential Plot,Shamirpet,72.45,3500,2070,New,4.9
21355,Residential Plot,Dindigal,25.59,1777,1440,New,4.9
21356,Residential Plot,Medchal,24.79,1777,1395,New,4.9
21357,Residential Plot,Qutubullapur,28.31,1777,1593,New,4.9
21358,Residential Plot,Jeedimetla Main Road,18.55,1777,1044,New,4.9
21359,Residential Plot,Bahadurpally,18.39,1777,1035,New,4.9
21360,Residential Plot,Bahadurpally,47.99,1777,2700,New,4.9
21361,Residential Plot,Doolapally,20.79,1777,1170,New,4.9
21362,Residential Plot,Gagillapur,25.59,1777,1440,New,4.9
21363,Residential Plot,Shamirpet,63.0,3500,1800,New,4.9
21364,Residential Plot,Mamadipalli,11.89,777,1530,New,4.9
21365,Residential Plot,Patancheru,31.5,1779,1770,New,4.9
21366,Residential Plot,Gandi Maisamma X Road,15.99,177,9000,New,4.9
21367,Residential Plot,Chinthal,28.31,1777,1593,New,4.9
21368,Residential Plot,Shapur Nagar,15.99,1777,900,New,4.9
21369,Residential Plot,Gagillapur,28.79,1777,1620,New,4.9
21370,Residential Plot,Gandi Maisamma X Road,25.59,1777,1440,New,4.9
21371,Residential Plot,Rudraram,10.49,777,1350,New,4.9
21372,Residential Plot,Gagillapur,39.99,1777,2250,New,4.9
21373,Residential Plot,Annaram,20.79,1777,1170,New,4.9
21374,Residential Plot,Gagillapur,27.19,1777,1530,New,4.9
21375,Residential Plot,Hakimpet Air Force Station,72.45,3500,2070,New,4.9
21376,Residential Plot,Hakimpet Air Force Station,63.0,3500,1800,New,4.9
21377,Residential Plot,Annaram,39.99,1777,2250,New,4.9
21378,Residential Plot,Jeedimetla Main Road,31.99,1777,1800,New,4.9
21379,Residential Plot,Indresham,13.0,481,2700,New,4.9
21380,Residential Plot,Pati,38.0,2111,1800,New,4.9
21381,Residential Plot,Jeedimetla Main Road,24.79,1777,1395,New,4.9
21382,Residential Plot,Mamidpalli,10.49,777,1350,New,4.9
21383,Residential Plot,Jeedimetla Main Road,27.99,1777,1575,New,4.9
21384,Residential Plot,Mamadipalli,13.99,777,1800,New,4.9
21385,Residential Plot,Shapur Nagar,28.31,1777,1593,New,4.9
21386,Residential Plot,Jeedimetla Main Road,19.19,1777,1080,New,4.9
21387,Residential Plot,Doolapally,25.59,1777,1440,New,4.9
21388,Residential Plot,Gandimaisamma,23.99,1777,1350,New,4.9
21389,Residential Plot,Kollur,35.0,1968,1778,New,4.9
21390,Residential Plot,Nandigama,36.5,2027,1800,New,4.9
21391,Residential Plot,Dindigal,23.99,1777,1350,New,4.9
21392,Residential Plot,Adibatla,30.0,1501,1998,New,4.8
21393,Residential Plot,Adibatla,31.0,1377,2250,New,4.8
21394,Residential Plot,Adibatla,29.0,1611,1800,New,4.8
21395,Residential Plot,Adibatla,35.0,1296,2700,New,4.8
21396,Residential Plot,Adibatla,32.0,1422,2250,New,4.8
21397,Residential Plot,Patancheru,15.0,138,10800,New,4.8
21398,Residential Plot,Adibatla,45.0,1666,2700,New,4.8
21399,Residential Plot,Adibatla,30.0,1333,2250,New,4.8
21400,Residential Plot,Adibatla,29.0,1451,1998,New,4.8
21401,Residential Plot,Adibatla,40.0,1481,2700,New,4.8
21402,Residential Plot,Adibatla,35.0,1456,2403,New,4.8
21403,Residential Plot,Adibatla,31.0,1290,2403,New,4.8
21404,Residential Plot,Adibatla,28.0,1555,1800,New,4.8
21405,Residential Plot,Adibatla,29.0,1451,1998,New,5.0
21406,Residential Plot,Adibatla,30.0,1501,1998,New,5.0
21407,Residential Plot,Adibatla,32.0,1422,2250,New,5.0
21408,Residential Plot,Adibatla,29.0,1611,1800,New,4.2
21409,Residential Plot,Adibatla,31.0,1290,2403,New,4.2
21410,Residential Plot,Adibatla,35.0,1296,2700,New,4.2
21411,Residential Plot,Adibatla,32.0,1422,2250,New,4.2
21412,Residential Plot,Adibatla,30.0,1501,1998,New,4.2
21413,Residential Plot,Adibatla,30.0,1501,1998,New,0.0
21414,Residential Plot,Adibatla,35.0,1296,2700,New,0.0
21415,Residential Plot,Patancheru,15.0,138,10800,New,4.7
21416,Residential Plot,Adibatla,45.0,1666,2700,New,4.7
21417,Residential Plot,Adibatla,30.0,1333,2250,New,4.7
21418,Residential Plot,Adibatla,29.0,1451,1998,New,4.7
21419,Residential Plot,Adibatla,32.0,1422,2250,New,4.7
21420,Residential Plot,Adibatla,29.0,1611,1800,New,4.7
21421,Residential Plot,Adibatla,40.0,1481,2700,New,4.7
21422,Residential Plot,Adibatla,35.0,1456,2403,New,4.7
21423,1 BHK Apartment,Vidya nagar,16.0,3333,480,Ready to move,4.7
21424,4 BHK Villa,Jubilee Hills,650.0,13626,4770,Ready to move,4.7
21425,4 BHK Villa,Shaikpet,625.0,14723,4245,Ready to move,4.7
21426,2 BHK Independent Floor,Gajularamaram,46.66,3800,1228,Ready to move,4.7
21427,2 BHK Independent Floor,Miyapur,58.8,4800,1225,Ready to move,4.7
21428,2 BHK Independent Floor,Gajularamaram,50.35,3800,1325,Ready to move,4.7
21429,2 BHK Independent Floor,Gajularamaram,42.94,3800,1130,Ready to move,4.7
21430,2 BHK Independent Floor,Gajularamaram,45.6,3800,1200,Ready to move,4.7
21431,2 BHK Independent Floor,Gajularamaram,44.65,3800,1175,Ready to move,4.7
21432,Residential Plot,Balapur,81.0,1487,5445,Resale,4.7
21433,Residential Plot,Sadasivpet,13.0,1231,1056,Resale,4.7
21434,Residential Plot,Isnapur,34.2,2000,1710,New,4.7
21435,Residential Plot,Kothur,18.81,1222,1539,New,4.7
21436,Residential Plot,Shameerpet,19.0,1055,1800,New,4.7
21437,2 BHK Independent House,Beeramguda,51.0,5666,900,Ready to move,3.6
21438,2 BHK Apartment,Saidabad Colony Road,39.0,3714,1050,Ready to move,0.0
21439,Residential Plot,Jadcherla,12.1,222,5445,New,4.7
21440,Residential Plot,Bangalore Hyderabad Highway,9.07,1500,605,New,4.7
21441,Residential Plot,Bhanur,28.5,2111,1350,New,4.7
21442,Residential Plot,Tukkuguda,25.5,1888,1350,New,4.7
21443,Residential Plot,Shamirpet,24.0,1777,1350,New,4.7
21444,Residential Plot,Dindigal,17.6,1222,1440,New,4.7
21445,Residential Plot,Shadnagar,4.5,333,1350,New,4.7
21446,Residential Plot,Kothur,26.52,1437,1845,New,4.7
21447,Residential Plot,Bangalore Hyderabad Highway,9.0,166,5400,New,4.7
21448,Residential Plot,Dindigal,18.37,1222,1503,New,4.7
21449,Residential Plot,Sadasivpet,4.79,365,1314,New,4.7
21450,2 BHK Independent House,Beeramguda,51.0,5666,900,Ready to move,4.7
21451,2 BHK Apartment,Saidabad Colony Road,39.0,3714,1050,Ready to move,4.7
21452,Residential Plot,Pashamailaram,42.66,2000,2133,New,4.7
21453,Residential Plot,Isnapur,42.66,2000,2133,New,4.7
21454,Residential Plot,Tukkuguda,27.2,1888,1440,New,4.7
21455,Residential Plot,Kothur,20.8,1444,1440,New,4.7
21456,Residential Plot,Bangalore Hyderabad Highway,9.06,166,5436,New,4.7
21457,Residential Plot,Shameerpet,31.68,1777,1782,New,4.7
21458,Residential Plot,Gandi Maisamma,336.0,18888,1782,New,4.7
21459,2 BHK Apartment,Shamirpet,28.0,2871,975,Ready to move,4.1
21460,3 BHK Apartment,Nanakramguda,121.0,5756,2106,Ready to move,4.8
21461,3 BHK Apartment,Kokapet,72.0,4299,1675,Ready to move,4.8
21462,3 BHK Apartment,Nanakramguda,108.0,5423,2008,Ready to move,4.8
21463,4 BHK Apartment,Nanakramguda,122.0,4610,2664,Ready to move,4.8
21464,3 BHK Apartment,Manikonda,145.0,6842,2119,Ready to move,4.8
21465,2 BHK Independent House,Rampally,51.0,4080,1250,Ready to move,3.7
21466,Residential Plot,Dindigal,22.0,1222,1800,New,4.7
21467,Residential Plot,Rudraram,34.0,1888,1800,New,4.7
21468,Residential Plot,Dindigal,16.5,1222,1350,New,4.7
21469,Residential Plot,Gandi Maisamma,25.5,1888,1350,New,4.7
21470,Residential Plot,Kondakal,25.5,1888,1350,New,4.7
21471,Residential Plot,Kothur,19.5,1444,1350,New,4.7
21472,Residential Plot,Rudraram,25.5,1888,1350,New,4.7
21473,Residential Plot,Kothur,23.11,1277,1809,New,4.7
21474,Residential Plot,Tukkuguda,34.17,1888,1809,New,4.7
21475,Residential Plot,Bhanur,30.4,2111,1440,New,4.7
21476,Residential Plot,Yadagirigutta,7.17,455,1575,New,4.7
21477,Residential Plot,Shadnagar,7.4,411,1800,New,4.7
21478,Residential Plot,Bangalore Hyderabad Highway,13.28,244,5436,New,4.7
21479,Residential Plot,Gandi Maisamma,32.3,1888,1710,New,4.7
21480,Residential Plot,Gandimaisamma,32.3,1888,1710,New,4.7
21481,Residential Plot,Kothur,20.2,1233,1638,New,4.7
21482,Residential Plot,Dindigal,22.77,1222,1863,New,4.7
21483,Residential Plot,Dindigal,35.19,1888,1863,New,4.7
21484,2 BHK Apartment,Gachibowli,94.0,5696,1650,Ready to move,0.0
21485,2 BHK Independent House,Balapur,38.0,4222,900,Ready to move,0.0
21486,4 BHK Apartment,Saidabad,85.6,4145,2065,Ready to move,0.0
21487,2 BHK Independent House,Badangpet,76.0,5629,1350,Ready to move,0.0
21488,1 BHK Apartment,Serilingampally,65.2,4865,1340,Under Construction,0.0
21489,3 BHK Apartment,Kapra,64.0,4301,1488,Ready to move,0.0
21490,Residential Plot,Isnapur,27.0,2000,1350,New,4.7
21491,Residential Plot,Bangalore Hyderabad Highway,9.07,166,5445,New,4.7
21492,Residential Plot,Nandigama,21.0,1555,1350,New,4.7
21493,Residential Plot,Dindigal,19.25,1222,1575,New,4.7
21494,Residential Plot,Gandi Maisamma,51.0,1888,2700,New,4.7
21495,Residential Plot,Bangalore Hyderabad Highway,13.24,244,5418,New,4.7
21496,Residential Plot,Gandi Maisamma,27.2,1888,1440,New,4.7
21497,Residential Plot,Rudraram,27.2,1888,1440,New,4.7
21498,Residential Plot,Gandimaisamma,27.2,1888,1440,New,4.7
21499,Residential Plot,Dindigal,19.8,1222,1620,New,4.7
21500,Residential Plot,Kothur,32.4,2000,1620,New,4.7
21501,Residential Plot,Kothur,25.62,1388,1845,New,4.7
21502,Residential Plot,Gandi Maisamma,17.6,1222,1440,New,4.7
21503,Residential Plot,Gandimaisamma,17.6,1222,1440,New,4.7
21504,Residential Plot,Isnapur,25.5,1666,1530,New,4.7
21505,Residential Plot,Tukkuguda,32.16,1777,1809,New,4.7
21506,Residential Plot,Medak Hyderabad Road,16.5,1222,1350,New,4.7
21507,Residential Plot,Isnapur,29.7,1666,1782,New,4.7
21508,Residential Plot,Kothur,23.76,1333,1782,New,4.7
21509,Residential Plot,Bhanur,336.0,18888,1782,New,4.7
21510,2 BHK Apartment,Miyapur,42.0,3750,1120,Under Construction,0.0
21511,3 BHK Villa,Attapur,221.0,8300,2666,Ready to move,4.6
21512,2 BHK Apartment,Gachibowli,87.89,8500,1034,Ready to move,4.6
21513,4 BHK Villa,Tellapur,350.0,8905,3930,Ready to move,4.6
21514,Residential Plot,New Hafeezpet Hyderabad,38.0,3838,990,Resale,3.9
21515,Residential Plot,Kothur,26.0,1444,1800,New,4.7
21516,Residential Plot,Shamirpet,32.0,1777,1800,New,4.7
21517,Residential Plot,Mankhal,24.0,1777,1350,New,4.7
21518,Residential Plot,Shamirpet,32.16,1777,1809,New,4.7
21519,Residential Plot,Shamirpet,25.6,1777,1440,New,4.7
21520,Residential Plot,Tukkuguda,68.0,1888,3600,New,4.7
21521,Residential Plot,Mankhal,32.8,1777,1845,New,4.7
21522,Residential Plot,Kongarkalan,33.0,2222,1485,New,4.7
21523,Residential Plot,Tukkuguda,28.9,1888,1530,New,4.7
21524,Residential Plot,Tukkuguda,48.0,1777,2700,New,4.7
21525,Residential Plot,Tukkuguda,30.6,1888,1620,New,4.7
21526,Residential Plot,Dindigal,19.81,1222,1621,New,4.7
21527,Residential Plot,Isnapur,32.4,2000,1620,New,4.7
21528,Residential Plot,Tukkuguda,24.0,1776,1351,New,4.7
21529,Residential Plot,Tukkuguda,24.0,1777,1350,New,4.7
21530,Residential Plot,Bhanur,38.0,2111,1800,New,4.7
21531,Residential Plot,Isnapur,22.5,1666,1350,New,4.7
21532,Residential Plot,Medak Hyderabad Road,19.25,1222,1575,New,4.7
21533,Residential Plot,Patancheru,17.28,1333,1296,New,4.7
21534,3 BHK Apartment,financial District,69.78,3700,1886,Ready to move,4.5
21535,3 BHK Apartment,Narsingi,66.0,3750,1760,Ready to move,4.5
21536,4 BHK Apartment,Gachibowli,315.0,6700,4701,Ready to move,4.8
